,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
195,213,1223,34.48614444,-93.036575,20,TRUE,unknown,28,448,163,574,"http://maps.googleapis.com/maps/api/staticmap?center=34.48614444444445,-93.036575&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
196,214,1225,34.46885,-93.06576667,20,TRUE,2,236,243,394,403,"http://maps.googleapis.com/maps/api/staticmap?center=34.46885,-93.06576666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
198,216,1233,35.8076,-90.66646667,20,TRUE,8,248,243,389,394,"http://maps.googleapis.com/maps/api/staticmap?center=35.807599999999994,-90.66646666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
199,217,1235,35.83594444,-90.70173056,20,TRUE,1,267,251,384,366,"http://maps.googleapis.com/maps/api/staticmap?center=35.835944444444436,-90.70173055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
200,218,1237,33.30533333,-91.28916667,20,TRUE,1,185,148,341,302,"http://maps.googleapis.com/maps/api/staticmap?center=33.30533333333333,-91.28916666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
201,219,1241,34.74291667,-92.29366667,20,TRUE,1,206,189,338,330,"http://maps.googleapis.com/maps/api/staticmap?center=34.742916666666666,-92.29366666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
202,220,1242,34.739525,-92.39273889,20,TRUE,5,228,241,353,362,"http://maps.googleapis.com/maps/api/staticmap?center=34.739525,-92.39273888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
203,221,1245,34.64088333,-92.30435,20,TRUE,8,348,282,475,392,"http://maps.googleapis.com/maps/api/staticmap?center=34.64088333333333,-92.30435&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
205,223,1247,34.65715278,-92.40433889,20,TRUE,1,254,246,390,393,"http://maps.googleapis.com/maps/api/staticmap?center=34.65715277777777,-92.40433888888892&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
206,224,1248,34.7506475,-92.34070778,20,TRUE,2,272,432,392,564,"http://maps.googleapis.com/maps/api/staticmap?center=34.7506475,-92.34070777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
208,226,1250,34.75044722,-92.34068611,20,TRUE,2,256,260,376,384,"http://maps.googleapis.com/maps/api/staticmap?center=34.75044722222222,-92.34068611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
210,228,1258,33.27394444,-93.23976389,20,TRUE,1,250,247,390,397,"http://maps.googleapis.com/maps/api/staticmap?center=33.27394444444445,-93.23976388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
211,229,1260,34.358,-92.78606389,20,TRUE,1,251,256,392,398,"http://maps.googleapis.com/maps/api/staticmap?center=34.358000000000004,-92.78606388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
212,230,1273,33.61799722,-91.39303611,20,TRUE,1,57,284,210,439,"http://maps.googleapis.com/maps/api/staticmap?center=33.61799722222222,-91.39303611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
213,231,1279,33.61049444,-91.81770278,20,TRUE,unknown,218,203,363,356,"http://maps.googleapis.com/maps/api/staticmap?center=33.61049444444445,-91.81770277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
214,232,1285,35.16734722,-92.72218056,20,TRUE,3,221,221,412,424,"http://maps.googleapis.com/maps/api/staticmap?center=35.16734722222222,-92.72218055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
215,233,1288,36.34173056,-92.39890833,20,TRUE,1,258,257,377,388,"http://maps.googleapis.com/maps/api/staticmap?center=36.341730555555564,-92.39890833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
217,235,1292,35.856185,-92.08292889,20,TRUE,1,177,299,353,482,"http://maps.googleapis.com/maps/api/staticmap?center=35.856184999999996,-92.08292888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
218,236,1294,34.07121944,-93.68649444,20,TRUE,unknown,263,271,356,374,"http://maps.googleapis.com/maps/api/staticmap?center=34.071219444444445,-93.68649444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
219,237,1296,33.94884167,-93.880225,20,TRUE,1,232,251,362,377,"http://maps.googleapis.com/maps/api/staticmap?center=33.94884166666667,-93.880225&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
220,238,1300,35.60978611,-91.26445278,20,TRUE,1,186,189,445,446,"http://maps.googleapis.com/maps/api/staticmap?center=35.60978611111111,-91.26445277777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
223,241,1311,36.05090222,-90.49816194,20,TRUE,1,288,304,409,425,"http://maps.googleapis.com/maps/api/staticmap?center=36.05090222222222,-90.49816194444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
224,242,1315,36.38972222,-90.20377778,20,TRUE,unknown,224,232,427,405,"http://maps.googleapis.com/maps/api/staticmap?center=36.38972222222222,-90.2037777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
225,243,1317,34.18723333,-92.01681944,20,TRUE,7,249,241,403,394,"http://maps.googleapis.com/maps/api/staticmap?center=34.18723333333333,-92.01681944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
226,244,1319,36.28925,-90.99631944,20,TRUE,1,243,242,395,407,"http://maps.googleapis.com/maps/api/staticmap?center=36.28925,-90.99631944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
227,245,1327,36.33296667,-94.13202778,20,TRUE,other,244,223,422,403,"http://maps.googleapis.com/maps/api/staticmap?center=36.33296666666667,-94.13202777777776&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
229,247,1333,35.28414167,-93.15008333,20,TRUE,1,237,234,403,398,"http://maps.googleapis.com/maps/api/staticmap?center=35.284141666666656,-93.15008333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
230,248,1335,36.38275278,-91.81100278,20,TRUE,other,246,245,391,385,"http://maps.googleapis.com/maps/api/staticmap?center=36.38275277777778,-91.81100277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
232,250,1342,35.23345278,-91.72973611,20,TRUE,1,229,243,417,424,"http://maps.googleapis.com/maps/api/staticmap?center=35.23345277777778,-91.72973611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
233,251,1343,35.25249167,-91.697375,20,TRUE,1,283,218,428,380,"http://maps.googleapis.com/maps/api/staticmap?center=35.252491666666664,-91.697375&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
234,252,1347,36.18937778,-94.50675556,20,TRUE,2,255,241,394,382,"http://maps.googleapis.com/maps/api/staticmap?center=36.18937777777777,-94.50675555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
235,253,1350,36.16188883,-94.18909808,20,TRUE,1,243,251,375,378,"http://maps.googleapis.com/maps/api/staticmap?center=36.16188883333333,-94.18909808333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
236,254,1351,36.18146639,-94.1371475,20,TRUE,1,155,186,301,346,"http://maps.googleapis.com/maps/api/staticmap?center=36.181466388888886,-94.1371475&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
237,255,1356,34.51777778,-91.55972222,20,TRUE,2,318,224,437,349,"http://maps.googleapis.com/maps/api/staticmap?center=34.517777777777766,-91.55972222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
238,256,1359,33.42731944,-94.04232778,20,TRUE,1,180,174,457,458,"http://maps.googleapis.com/maps/api/staticmap?center=33.42731944444444,-94.04232777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
239,257,1364,35.43463056,-94.33994444,20,TRUE,1,274,269,387,375,"http://maps.googleapis.com/maps/api/staticmap?center=35.43463055555555,-94.33994444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
240,258,1365,35.08341667,-92.20032222,20,TRUE,8,265,271,381,385,"http://maps.googleapis.com/maps/api/staticmap?center=35.08341666666667,-92.20032222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
241,259,1367,36.07440833,-90.96736389,20,TRUE,1,247,243,396,396,"http://maps.googleapis.com/maps/api/staticmap?center=36.074408333333345,-90.96736388888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
242,260,1369,33.61087778,-92.06006667,20,TRUE,8,236,237,411,420,"http://maps.googleapis.com/maps/api/staticmap?center=33.61087777777778,-92.06006666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
244,262,1379,36.41055556,-92.66333333,20,TRUE,3,341,390,480,540,"http://maps.googleapis.com/maps/api/staticmap?center=36.41055555555555,-92.66333333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
245,263,1391,31.41768889,-109.8824667,20,TRUE,1,266,267,366,371,"http://maps.googleapis.com/maps/api/staticmap?center=31.41768888888889,-109.88246666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
246,264,1392,34.06374722,-112.1458111,20,TRUE,1,247,250,387,376,"http://maps.googleapis.com/maps/api/staticmap?center=34.06374722222222,-112.14581111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
247,265,1399,35.11135833,-114.5542917,20,TRUE,unknown,257,249,393,385,"http://maps.googleapis.com/maps/api/staticmap?center=35.11135833333333,-114.55429166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
252,270,1410,33.29811944,-111.873525,20,TRUE,1,248,245,393,389,"http://maps.googleapis.com/maps/api/staticmap?center=33.298119444444445,-111.873525&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
254,272,1423,34.73698611,-112.0296306,20,TRUE,1,184,193,458,461,"http://maps.googleapis.com/maps/api/staticmap?center=34.736986111111115,-112.02963055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
256,274,1435,35.2083,-111.6431139,20,TRUE,1,234,258,364,379,"http://maps.googleapis.com/maps/api/staticmap?center=35.2083,-111.64311388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
257,275,1443,33.28799167,-111.7521194,20,TRUE,1,226,235,407,401,"http://maps.googleapis.com/maps/api/staticmap?center=33.28799166666666,-111.75211944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
259,277,1446,33.60833333,-112.1795972,20,TRUE,1,20,199,151,332,"http://maps.googleapis.com/maps/api/staticmap?center=33.60833333333333,-112.17959722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
260,277,1446,33.60833333,-112.1795972,20,TRUE,1,450,199,597,339,"http://maps.googleapis.com/maps/api/staticmap?center=33.60833333333333,-112.17959722222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
262,279,1451,33.58254722,-111.3573519,20,TRUE,8,501,386,580,484,"http://maps.googleapis.com/maps/api/staticmap?center=33.582547222222225,-111.35735194444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
265,282,1455,33.46131111,-112.3527611,20,TRUE,unknown,296,275,426,397,"http://maps.googleapis.com/maps/api/staticmap?center=33.46131111111111,-112.35276111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
266,282,1455,33.46131111,-112.3527611,20,TRUE,unknown,259,496,377,619,"http://maps.googleapis.com/maps/api/staticmap?center=33.46131111111111,-112.35276111111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
267,283,1458,31.80722222,-111.0094444,20,TRUE,6,198,135,351,286,"http://maps.googleapis.com/maps/api/staticmap?center=31.80722222222223,-111.00944444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
268,284,1476,34.48112306,-114.3391214,20,TRUE,1,340,247,444,362,"http://maps.googleapis.com/maps/api/staticmap?center=34.48112305555556,-114.33912138888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
270,286,1483,32.52086944,-111.3357944,20,TRUE,8,0,3,377,377,"http://maps.googleapis.com/maps/api/staticmap?center=32.52086944444444,-111.33579444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
271,287,1487,33.02722222,-112.0852778,20,TRUE,1,341,147,531,356,"http://maps.googleapis.com/maps/api/staticmap?center=33.02722222222222,-112.08527777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
272,288,1499,33.41111667,-111.6870194,20,TRUE,1,294,252,415,378,"http://maps.googleapis.com/maps/api/staticmap?center=33.411116666666665,-111.68701944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
273,289,1500,33.389525,-111.8757556,20,TRUE,8,194,262,297,369,"http://maps.googleapis.com/maps/api/staticmap?center=33.389525,-111.87575555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
274,289,1500,33.389525,-111.8757556,20,TRUE,8,340,267,441,377,"http://maps.googleapis.com/maps/api/staticmap?center=33.389525,-111.87575555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
280,295,1522,34.13703611,-114.2849222,20,TRUE,1,236,235,396,399,"http://maps.googleapis.com/maps/api/staticmap?center=34.137036111111115,-114.2849222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
285,300,1536,33.639275,-111.9965306,20,TRUE,1,246,254,370,372,"http://maps.googleapis.com/maps/api/staticmap?center=33.639275,-111.99653055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
286,301,1537,33.48125,-112.0401389,20,TRUE,1,524,235,638,347,"http://maps.googleapis.com/maps/api/staticmap?center=33.48125,-112.04013888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
288,303,1539,33.47902778,-112.2567778,20,TRUE,1,239,248,412,405,"http://maps.googleapis.com/maps/api/staticmap?center=33.47902777777778,-112.25677777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
289,304,1540,33.46504333,-112.0579256,20,TRUE,1,325,302,507,483,"http://maps.googleapis.com/maps/api/staticmap?center=33.46504333333333,-112.05792555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
295,310,1546,33.66590833,-112.1153167,20,TRUE,1,246,247,395,400,"http://maps.googleapis.com/maps/api/staticmap?center=33.66590833333333,-112.11531666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
296,311,1547,33.56865222,-112.0709831,20,TRUE,1,185,95,293,205,"http://maps.googleapis.com/maps/api/staticmap?center=33.568652222222234,-112.07098305555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
297,311,1547,33.56865222,-112.0709831,20,TRUE,1,393,89,514,209,"http://maps.googleapis.com/maps/api/staticmap?center=33.568652222222234,-112.07098305555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
299,313,1549,33.45687222,-112.0266833,20,TRUE,1,244,237,412,414,"http://maps.googleapis.com/maps/api/staticmap?center=33.456872222222216,-112.02668333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
300,314,1550,33.84503333,-112.2698833,20,TRUE,3,308,154,421,267,"http://maps.googleapis.com/maps/api/staticmap?center=33.84503333333333,-112.26988333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
302,316,1552,33.44282111,-112.1487622,20,TRUE,3,4,355,88,443,"http://maps.googleapis.com/maps/api/staticmap?center=33.44282111111111,-112.14876222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
303,317,1553,33.52507778,-112.1017139,20,TRUE,1,261,266,378,369,"http://maps.googleapis.com/maps/api/staticmap?center=33.52507777777777,-112.10171388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
304,318,1554,33.47907778,-112.0422917,20,TRUE,1,271,224,399,354,"http://maps.googleapis.com/maps/api/staticmap?center=33.47907777777778,-112.04229166666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
314,328,1574,34.59185278,-112.3307222,20,TRUE,1,270,263,385,380,"http://maps.googleapis.com/maps/api/staticmap?center=34.59185277777778,-112.33072222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
318,332,1584,32.82165,-109.7358861,20,TRUE,1,59,232,275,440,"http://maps.googleapis.com/maps/api/staticmap?center=32.821650000000005,-109.73588611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
319,332,1584,32.82165,-109.7358861,20,TRUE,1,305,231,530,443,"http://maps.googleapis.com/maps/api/staticmap?center=32.821650000000005,-109.73588611111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
320,333,1591,33.62513889,-111.9217222,20,TRUE,7,365,78,445,167,"http://maps.googleapis.com/maps/api/staticmap?center=33.62513888888889,-111.92172222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
322,335,1593,33.48801389,-111.9223917,20,TRUE,2,391,121,535,264,"http://maps.googleapis.com/maps/api/staticmap?center=33.48801388888889,-111.92239166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
323,335,1593,33.48801389,-111.9223917,20,TRUE,2,252,247,412,410,"http://maps.googleapis.com/maps/api/staticmap?center=33.48801388888889,-111.92239166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
324,335,1593,33.48801389,-111.9223917,20,TRUE,2,118,402,264,532,"http://maps.googleapis.com/maps/api/staticmap?center=33.48801388888889,-111.92239166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
325,336,1594,33.62527778,-111.9219444,20,TRUE,7,527,203,611,295,"http://maps.googleapis.com/maps/api/staticmap?center=33.62527777777777,-111.92194444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
327,338,1597,33.67,-111.9222222,20,TRUE,1,178,131,351,299,"http://maps.googleapis.com/maps/api/staticmap?center=33.669999999999995,-111.92222222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
328,339,1599,34.85555556,-111.8233333,20,TRUE,7,243,368,408,529,"http://maps.googleapis.com/maps/api/staticmap?center=34.855555555555554,-111.82333333333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
329,340,1604,34.20277222,-110.0188306,20,TRUE,unknown,93,328,210,443,"http://maps.googleapis.com/maps/api/staticmap?center=34.202772222222215,-110.01883055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
330,340,1604,34.20277222,-110.0188306,20,TRUE,unknown,244,250,400,395,"http://maps.googleapis.com/maps/api/staticmap?center=34.202772222222215,-110.01883055555555&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
